token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
by,"[-0.0420705061405897, -0.0523487870814278, -0.0337644158862531, -0.0079355838242918, 0.029126259352779, -0.0284359411380137, 0.0437627251958474, -0.0041694287210702, 0.0192580160219222, -0.0412186319008469, 0.0300516583956778, -0.0034880188759416, -0.0793400006368756, -0.0009494618861936, 0.001325714867562, 0.0146821809466928, 0.0427057632477954, -0.001288803294301, 0.0460466765216551, 0.1160042001283727, 0.0067212558351457, 0.0196302009280771, 0.0412351882550865, 0.0126718345563858, 0.0267846899223513, -0.0278595178388059, 0.0599603932350873, 0.110811544349417, 0.0449424821999855, -0.0316065965744201, 0.0914666215539909, 0.0151883658254519, -0.0031230763415805]","[-0.0160954580664129, -0.0388030574701117, -0.0044313418311499, -0.0068345917957558, 0.0031085976141559, 0.0616930523402319, 0.0072505266501713, 0.0178668766584983, 0.0249974424525972, -0.0022224775525652, -0.0105257300860963, 0.0549166681521203, 0.0354744374597377, 0.0174458397463231, 0.0360706776280158, -0.1402019929088098, 0.116254415965127, 0.116254415965127, -0.0105684207997713, 0.0862483717924327, 0.0238539961004293, -0.0330855826007925, 0.0769337404439749, 0.0031968111935024, 0.1227950237475687, 0.0032937365693545, -0.0496191576711163, 0.0522451555148945, 0.0003701860867261, -0.0247135720407567, 0.1400922032565451, -0.0271927993625435, -0.0173851901865444]",0.37332939421871975,0.3132298034032354,0.2089101404705951
cake,[-0.0396534177561989],[9.955655395415857e-05],-1.0,,0.0
calculator,"[-0.1475750220124609, -0.0173810183769091]","[-0.1411438532311925, -0.0577067616316624]",0.9635370014803871,1.0,0.0
calculus,[-0.02358539334964],[-0.0054338511368686],1.0,,0.0
call,[-0.0674919543671421],[-0.0630120303576806],1.0,,0.0
called,"[0.049334107665345, 0.1424308256246149, 0.0838790553389117]","[0.0136041893474153, 0.019364215301044, 0.0434324014712022]",0.8289073861822057,0.0352334234003487,0.20800455636263415
calm,"[-0.013547780981753, -0.0035567454760894]","[-0.0318267673997433, 0.0850046307520934]",0.10134132406854919,1.0,0.0
came,"[-0.0289035734895151, -0.0150130561669357, 0.0485999449738301, 0.0322675816714763, -0.0121072463225573]","[0.051677123851265, 0.0293377270526916, 0.046719118170243, 0.0693558455323892, -0.0023421318569335]",0.37355047085101883,0.44985266797269763,0.3851329269397231
camels,[-0.0227807324263267],[0.0184674597657902],-1.0,,0.0
can,"[0.0004523982934188, -0.0994201621506363, -0.0852007980574853, -0.0391100981505587, -0.0365079116891138, -0.0443621259619249, 0.0076230221893638, -0.0847004188690334, -0.0545532573014497, -0.0044380212202668, -0.0031410623341798, -0.0476238997653126, -0.0290241459151729, -0.0138469990342855, -0.0571372190024703, 0.0169110160786658, -0.023751094500767, -0.0428297948092222, -0.0116122154649929, -0.0019870969699695, -0.0663291318342089, 0.0214632840361446, -0.1395813971757888]","[-0.0027902670040672, 0.013816548101844, 0.0131885005808007, -0.0230555596001735, -0.0448485080305473, -0.0351570228632538, -0.0341460818437755, -0.1009261569229427, -0.1055667767575796, 0.0702065445967499, 0.0065640347942242, 0.003691580159176, -0.0019093441761745, -0.0270920510249883, -0.0359896307120528, 0.0268844356903329, -0.0033675231895941, -0.0237143807648094, -0.0058844137340787, 0.0104030963786595, -0.0962415833602514, -0.0371985971455419, -0.0242432798247778]",0.5100076819473494,0.31729370858361144,0.23702267019542936
canals,[-0.0559243274037726],[0.0113765773131131],-1.0,,0.0
candidates,[-0.0094980288995429],[0.0212784742209029],-1.0,,0.0
candles,[-0.0508571913669584],[-0.0876688376463648],1.0,,0.0
cannot,"[0.1900001540489029, -0.0320289221126586, 0.0048049198230728]","[0.2337871548936057, -0.0006551906051746, -0.0558842395260797]",0.9534231214633498,0.9441034481616497,0.3238180248705456
cape,[0.0341294918907806],[0.0046035128671043],1.0,,0.0
capita,[-0.0165664458036189],[-0.0145940636009236],1.0,,0.0
captivating,[0.09091117978096],[0.2101180090904291],1.0,,0.0
captivity,[0.0682290289551019],[0.273894080339667],1.0,,0.0
car,"[-0.0987390652589965, -0.1282856291363714, -0.1037273960682796]","[0.0048130096430568, 0.0002043416227963, -0.041710413792681]",0.4738228300337245,-0.2717670025623309,0.5671510975224502
card,[-0.0984251002664677],[-0.0082337580256292],1.0,,0.0
care,"[0.0249483857769519, -0.0023547556484118, 0.0296101355925202, -0.1571073194500059, 0.1092318356386385, -0.1138304133201018]","[0.1275492854211369, -0.0136929194979269, 0.0837557358770956, -0.0571367350414924, 0.1350707193000804, -0.0426989891940965]",0.7012325631594012,0.8950688194571179,0.13996417710517728
career,"[0.0143766230903565, 0.1903621674282476, -0.0908356604049913]","[0.0276920766509036, 0.306695613419487, -0.1209728929989175]",0.9974748801103245,0.9995538322137405,0.011480210401268016
careers,[-0.0184661890380084],[0.018925365772501],-1.0,,0.0
careful,[0.0531323233735747],[-0.0716097638548061],-1.0,,0.0
caretaker,[-0.080579477129504],[-0.0490474433437173],1.0,,0.0
caring,"[0.1389209291664883, 0.1962159061804413]","[0.0030947106566694, 0.1585493477489695]",0.8272738093202786,1.0,0.36917781723648363
carpenter,[0.2394646285101771],[0.149122243712235],1.0,,0.0
carpeting,[-0.0354977376991882],[-0.0350695164520435],1.0,,0.0
carried,"[0.0885783812846057, 0.1281884633935988]","[0.0568364272619092, 0.0079012489289217]",0.6763478012158547,-1.0,0.3575284804955348
case,"[-0.0907879546284675, 0.0063891324243741]","[0.0674715772173104, -0.0122463153129127]",-0.9940337573073063,-1.0,0.8325546111576977
cashier,"[0.0038417531177401, 0.070509023964405, 0.1234783743275329, 0.2101475645322352]","[0.0125714491538659, 0.0239261013984998, 0.1072470105799789, 0.1278511214519209]",0.9754489969292108,0.9307002904399863,0.13119269153324914
cat,"[0.0110330841853283, -0.1718864835274871]","[0.0352420800757058, -0.0511243526995244]",0.8579986711040514,1.0,0.0
category,[-0.0455933585762977],[-0.1054830196050061],1.0,,0.0
catty,[0.0609580075833946],[0.1746957989458411],1.0,,0.0
caught,"[0.1075500092701986, 0.0728605459298705]","[0.1408719994952877, 0.0189854273818006]",0.8953978846477675,1.0,0.23435840974088085
caused,"[0.0592489226837642, -0.0078466981649398]","[0.0635027303640986, 0.0887963991563956]",0.469877096361596,-1.0,0.5136738510253844
celibate,[0.0004422217607498],[0.0350851238272043],1.0,,0.0
central,[0.0174650154658593],[0.0090965161462318],1.0,,0.0
centuries,[0.1337019118509488],[-0.0227863432593209],-1.0,,0.0
certainly,"[-0.0236153808655217, 0.0511568860383704]","[0.032472760446681, -0.0670244786376119]",-0.9998254741780955,-1.0,0.8325546111576977
cerveza,[-0.0016337406705133],[0.0475010918243307],-1.0,,0.0
challenged,[0.1046947502763941],[-0.2042096272564884],-1.0,,0.0
challenges,"[-0.0036334152100607, 0.0118998780671972, 0.0045950446510687]","[0.0132064356492075, 0.0744635556505838, 0.0492270196711714]",0.8892670333915205,0.9977579631503333,0.18977724340633326
challenging,[0.0887325212825089],[0.0836652228633808],1.0,,0.0
changed,[0.034438701783074],[0.0279120569886929],1.0,,0.0
chapel,[-0.2462502365815453],[-0.2151853241508539],1.0,,0.0
character,[0.1101068299612961],[0.0663784512195459],1.0,,0.0
characteristics,[0.0052154241711832],[0.0088601465193677],1.0,,0.0
charge,[0.1182587493676692],[0.2030197609560191],1.0,,0.0
charismatic,[0.2831117738969624],[0.08238800621782],1.0,,0.0
charmers,[0.018635184969753],[0.1019014640792756],1.0,,0.0
charming,[0.1944783177459612],[0.070710573594594],1.0,,0.0
cheap,[0.2982478160993196],[0.1190379345460157],1.0,,0.0
cheaters,[0.6055983770638704],[0.3625245377257447],1.0,,0.0
cheating,"[0.6956579618854448, 0.3891258410876617]","[0.6056380388679067, 0.2476551094903054]",0.992587302550232,1.0,0.051748835998593645
cheese,[-0.2219728337076958],[-0.2546459244868893],1.0,,0.0
chef,"[0.0180000481195747, 0.0315400299150496, -0.2193951833760365]","[0.0881977417943484, -0.0498028475020573, -0.1053670226487145]",0.7117638301975351,0.6875485609681952,0.2153671251025793
chefs,[-0.0293715465813875],[-0.0367747604871825],1.0,,0.0
chess,"[0.0898122453945688, 0.0487747052684426]","[0.0551386406606693, 0.0875612480137577]",0.8721075386551251,-1.0,0.18622222392253768
chicken,"[-0.1118771638721227, -0.1040593694197014]","[-0.0123939780618127, -0.0721511548469441]",0.7951940290436236,-1.0,0.8325546111576977
chief,[0.0255686403252184],[0.0023447905215762],1.0,,0.0
child,"[-0.0904448737856, 0.0161802713409997]","[0.0062912968081095, 0.0066043150595203]",-0.5514536790006155,1.0,0.457321999684995
childhood,[-0.0194466126849874],[0.0211157622537046],-1.0,,0.0
children,"[0.0252269787015393, 0.035867942002369, -0.1134633754845708, 0.031751487404108, -0.0059779988368973, -0.0475274252239614, 0.0399020593613386, -0.0671163765946403, -0.3236328194616362, -0.0005255149444565, -0.0609421217814087]","[-0.0014469455909784, 0.0524608660378111, -0.0422548723377758, 0.0308748346316482, -0.0435103830449314, 0.0487203887119461, -0.0352428980017763, -0.0477728386090406, -0.1979642541276705, 0.0261024740993016, -0.097813238153178]",0.8483235810541088,0.8222999624763571,0.0816624076621055
chile,[-0.1045482737245038],[-0.0883984292557865],1.0,,0.0
china,"[-0.010586216172669, -0.0215367746422998]","[-0.0160930512985476, 0.0806176251093293]",-0.7937236535528815,-1.0,0.8325546111576977
chinese,"[0.0660227664047852, 0.1902487140614539]","[-0.0482627349697339, 0.0522582404134115]",0.47159192945283596,1.0,0.31439690790231806
chocolate,[-0.2531434558914043],[-0.2833300756096102],1.0,,0.0
choose,"[-0.0020472116302698, 0.1114450511522591]","[0.0334395864272679, 0.1266167158815486]",0.961996849279758,1.0,0.2802034812811644
chose,[0.0290750347194261],[0.0554570161208239],1.0,,0.0
christian,"[-0.0615104131866246, -0.2048145635053515, 0.023570415796712, -0.0900053828954696, -0.1694850254571065, 0.0419176834111567]","[0.0748632847009406, -0.1417896084123662, 0.1084576645844896, -0.1207145362756756, -0.0662240782229666, 0.0373779703396087]",0.7229638283854581,0.8049654970331586,0.19309369585971314
chunk,[-0.0347952867159619],[-0.0438636926354758],1.0,,0.0
church,"[0.0229436154477298, -0.000783573690569, 0.0093181226402521, 0.0723346174345351, -0.1159517804626375, 0.1211182349361479, -0.0708374654932413, -0.022069273982197, -0.1776145020266994, -0.051889254245907, -0.0053552892059087]","[0.0071432796181812, 0.003765271593697, -0.0036231955267743, 0.0447184222823401, -0.06725056166191, 0.1003818475786391, -0.1274057385216695, 0.0064251553599851, -0.0359793688531507, 0.0419623665131702, 0.0107642678875805]",0.7044713218788732,0.7189696846636108,0.22145571552317356
cigar,[-0.0005345761106582],[0.0161226023246387],-1.0,,0.0
cigarette,[-0.0801300904713571],[0.1106387464144608],-1.0,,0.0
cigarettes,[-0.192197376396507],[-0.1401062880595862],1.0,,0.0
circus,[-0.0529646546347066],[0.0030646676548879],-1.0,,0.0
citizen,"[-0.1230078265070915, 0.0252905777888372]","[-0.0649404134847538, 0.0409894343537844]",0.9358054948773953,1.0,0.0
citizens,"[-0.0391463927226141, -0.0366232995875179]","[0.0422556125205383, -0.0109325104010855]",-0.5358494959813365,-1.0,0.8325546111576977
city,[-0.0224661533720791],[-0.0979826167090267],1.0,,0.0
civil,"[-0.0087333568371832, -0.0650530260754749]","[-0.0130986640524938, -0.0656036909080956]",0.9979769236680117,1.0,0.0
civility,[0.1148045090958476],[0.2594275275854578],1.0,,0.0
clammy,[-0.1834559149574488],[-0.0321029397740706],1.0,,0.0
class,"[0.2453066713642329, 0.1074989947956055, 0.0741027165786363, -0.0890591568313539, -0.0378185659646987]","[0.2892118543324984, 0.006360611293853, 0.033924271007109, 0.0018763574913619, 0.0151137982152228]",0.8553093843601418,0.8130723689218344,0.32931534195878687
classes,[-0.0265105671132914],[-0.0222424914037737],1.0,,0.0
classist,"[0.0904674945631995, 0.1223883505444973, 0.1099890924524515]","[-0.0197962950311826, 0.1043343161687043, 0.1043343161687043]",0.8032142482284268,0.9228105562824368,0.32997060354709495
classmate,"[-0.0273276779334992, -0.0334462447208352]","[0.0115565403713949, -0.0901307379259602]",0.6876255182554166,1.0,0.0
classmates,"[-0.0359782930463552, 0.0060724152426701]","[0.003323114604626, -0.0188338556176527]",-0.33523085335711494,-1.0,0.8325546111576977
classroom,"[-0.1246582373278215, -0.142901515471749]","[-0.0467588622341744, 0.0022333945487932]",0.6206659601958182,-1.0,0.8325546111576977
clean,"[-0.1008730464964173, -0.1449007581686601, 0.0048536817193962, -0.4353954855760094, -0.0071400914457626]","[-0.0527495567237253, -0.0673712549651871, 0.0485497179640217, -0.317736336549722, -0.0232607741157905]",0.98176898502052,0.982890118705419,0.03063651100388714
cleaner,"[-0.1273220758303068, -0.0995872231433168]","[-0.0597996144756772, -0.0348419021997902]",0.9907374140945314,1.0,0.0
cleans,"[0.0046948893977969, 0.0057354233431397]","[-0.0297401831364276, 0.1197434938369723]",0.5983096106501132,1.0,0.43492120657770605
clear,[-0.1544880494475364],[-0.0820156752164012],1.0,,0.0
cleared,[-0.0730146323767257],[0.0364469091129377],-1.0,,0.0
clerk,"[-0.0608665570616722, 0.0316854059346951]","[0.1271913653783819, -0.0374490631395726]",-0.9813123062496628,-1.0,0.8325546111576977
client,[0.1062503234716132],[0.0956032412114045],1.0,,0.0
clients,[0.0427255312388297],[-0.0027790626730646],-1.0,,0.0
clock,"[-0.0922586243759724, -0.2686379221267998]","[-0.1516564471981971, -0.1286544807888716]",0.8595220142340448,-1.0,0.8325546111576977
close,"[-0.0295479334890842, -0.0221300549455918]","[-0.0453101977284097, 0.0321030532871061]",0.3065299970284226,1.0,0.0
closed,"[-0.0135973459255183, -0.0953342879511183]","[-0.0050479263535648, -0.0079100358157516]",0.9104856508124921,1.0,0.0
closely,[-0.0175764230079948],[-0.1762941750416563],1.0,,0.0
clothes,[-0.0263904026942327],[-0.0485906353952322],1.0,,0.0
cloud,"[0.0478430372895672, -0.0526035279617644, -0.2466440913995029]","[-0.1084298205059699, -0.0961158986856865, -0.1607609669404529]",0.7113681877609266,0.8665875785959117,0.11027745497059396
clouds,"[-0.1092091964164865, 0.0132054627174511, -0.0763867522473447]","[-0.0625334844214408, -0.0805962501456643, -0.0590121482794058]",0.650865359803281,-0.9152659349049391,0.6849472356779469
clowns,[-0.0420073310378938],[-0.0679333301419768],1.0,,0.0
club,[0.0328673827461898],[0.1002535381778274],1.0,,0.0
clumsy,[0.0618072604993358],[-0.0127803413111584],-1.0,,0.0
co,[-0.0327680165646597],[-0.0212724397923907],1.0,,0.0
coach,"[-0.0525889079435728, 0.0693153925240039, -0.0419202511184266, -0.0463172569870948]","[-0.0102363213488411, 0.0779308719497776, -0.0158311816022935, 0.0474317721232374]",0.4416464598769442,0.776752868529179,0.3637092033935831
coal,[-0.1076586365306866],[-0.0533336885877176],1.0,,0.0
coke,[-0.1237353301185066],[-0.0806522480791908],1.0,,0.0
cold,"[0.1257314928807318, 0.1567399671766907, 0.0889630205929279, -0.0196057213470339, 0.2744099157280288, 0.2388840180356055]","[0.1096889987080814, 0.0376604105875469, 0.1720785185233862, 0.3696807890701933, 0.2791682648070773, 0.2031633169301075]",0.6572242280548904,-0.25466030695087083,0.3851626437141025
collected,[-0.0211420851992443],[-0.0360454585170989],1.0,,0.0
collectively,[-0.013905101804994],[-0.0116253800723426],1.0,,0.0
college,"[0.0049676501657813, -0.0447987219376955, -0.0916997135791461, -0.1131704542203806, -0.0888912966765929]","[0.0686283609388865, -0.0784670044275063, -0.0209631383481537, -0.0928610057729673, -0.0551851421402755]",0.7922090407751555,0.7627054430466732,0.26170950306015467
color,"[-0.0524145893286913, -0.2464766620396403]","[-0.0355766049840103, -0.0851633574521278]",0.9827192670379762,1.0,0.0
colorful,"[0.0016856756992638, 0.0624398019863292]","[0.0721492431147382, 0.0157912861795774]",0.24009355892509518,-1.0,0.6206368134660379
combined,[-0.0108305737376213],[0.0789051435136581],-1.0,,0.0
come,"[0.0347293275990523, 0.0296885751886293, -0.0385160007281228, -0.0218715021619573, -0.0786824764218181]","[0.0588664233192589, -0.007720655664264, -0.0060967530523407, -0.0030826754590371, -0.0098496370529264]",0.4719071751870554,0.5998812389371302,0.3866206397596726
comedian,[-0.0806082970229908],[-0.012822411659739],1.0,,0.0
comes,"[0.188457065494731, 0.0196901098825037, 0.0003509006928652, 0.0702265236759558, -0.0057801773073151]","[0.1603482137331428, -0.0041292357984691, 0.0164597434692815, 0.0468329885116148, -0.0218386306284676]",0.980373114621412,0.9783263048343117,0.15194547790051427
comfortable,"[0.0327474650839576, 0.0363539424724876]","[0.0104441458669479, 0.1047880764747952]",0.8057158550091221,1.0,0.31175187296733237
coming,"[0.0526307700201869, -6.204616511240602e-05]","[-0.0330939404996228, -0.0256952769625043]",-0.7891425837933682,-1.0,0.8325546111576977
commander,"[0.3036933960393071, 0.1533224740996956]","[0.213999122243449, 0.1083816613078533]",0.9999991892121018,1.0,0.0005280210151983678
commands,[0.1300367327639833],[0.137170863622082],1.0,,0.0
commercial,[0.0699953080620616],[0.106693902253561],1.0,,0.0
commit,"[-0.0080306259915232, 0.0908322758041322]","[0.0528282891582501, 0.0721070410730975]",0.7514903264944689,1.0,0.4186149577247334
commitments,[0.0750714857131242],[0.0114122138117505],1.0,,0.0
committed,"[0.1378499555576127, -0.0095940799219533, -0.120706888847053]","[0.1113705484774856, 0.0371868306536511, -0.1491987396732408]",0.9474570569757524,0.9477726209406822,0.0859717011089112
common,[0.0969787000212818],[0.0085056319173513],1.0,,0.0
communicated,[0.0002010412572417],[0.0527243757992768],1.0,,0.0
community,"[-0.0124584467266686, -0.0737577924737706, -0.0795947583392262, -0.1320701740914955, -0.0353496315656229, 0.0617818220052868]","[-0.0067820526521729, -0.0275450117824503, -0.0564932921292507, 0.0673879225212156, 0.0520764090475746, 0.0448602539708227]",-0.06347507602486596,0.11896389160678839,0.39990936655320414
company,[0.141703141387552],[0.2927811392731017],1.0,,0.0
compared,[-0.0861397763947025],[-0.0098268773697388],1.0,,0.0
compassionate,[-0.1064499540952965],[-0.1090510317364739],1.0,,0.0
complete,"[0.0239193074812646, -0.2035409563686698]","[0.0531808655195943, -0.191032097254067]",0.9880835201515338,1.0,0.0
completing,[0.0159104868071153],[-0.0309296094638106],-1.0,,0.0
complex,"[-0.0295679550617933, 0.0946491896174848]","[-0.0559587950213485, 0.0474513584191903]",0.8447530575524796,1.0,0.0
